year,month,price,date,country,region,commodity,dataset,grain_price,decade
1905,5,96.2,1905-05-01 00:00:00,US,Chicago,Wheat,chicago_wheat,96.2,1900
1905,6,102.0,1905-06-01 00:00:00,US,Chicago,Wheat,chicago_wheat,102.0,1900
1905,7,94.9,1905-07-01 00:00:00,US,Chicago,Wheat,chicago_wheat,94.9,1900
1905,8,82.3,1905-08-01 00:00:00,US,Chicago,Wheat,chicago_wheat,82.3,1900
1905,9,82.8,1905-09-01 00:00:00,US,Chicago,Wheat,chicago_wheat,82.8,1900
1905,10,86.2,1905-10-01 00:00:00,US,Chicago,Wheat,chicago_wheat,86.2,1900
1905,11,86.5,1905-11-01 00:00:00,US,Chicago,Wheat,chicago_wheat,86.5,1900
1905,12,84.9,1905-12-01 00:00:00,US,Chicago,Wheat,chicago_wheat,84.9,1900
1906,1,83.5,1906-01-01 00:00:00,US,Chicago,Wheat,chicago_wheat,83.5,1900
1906,2,81.5,1906-02-01 00:00:00,US,Chicago,Wheat,chicago_wheat,81.5,1900
1906,3,74.2,1906-03-01 00:00:00,US,Chicago,Wheat,chicago_wheat,74.2,1900
1906,4,79.4,1906-04-01 00:00:00,US,Chicago,Wheat,chicago_wheat,79.4,1900
1906,5,83.6,1906-05-01 00:00:00,US,Chicago,Wheat,chicago_wheat,83.6,1900
1906,6,82.7,1906-06-01 00:00:00,US,Chicago,Wheat,chicago_wheat,82.7,1900
1906,7,77.3,1906-07-01 00:00:00,US,Chicago,Wheat,chicago_wheat,77.3,1900
1906,8,70.9,1906-08-01 00:00:00,US,Chicago,Wheat,chicago_wheat,70.9,1900
1906,9,71.6,1906-09-01 00:00:00,US,Chicago,Wheat,chicago_wheat,71.6,1900
1906,10,71.5,1906-10-01 00:00:00,US,Chicago,Wheat,chicago_wheat,71.5,1900
1906,11,72.9,1906-11-01 00:00:00,US,Chicago,Wheat,chicago_wheat,72.9,1900
1906,12,74.2,1906-12-01 00:00:00,US,Chicago,Wheat,chicago_wheat,74.2,1900
1907,1,72.6,1907-01-01 00:00:00,US,Chicago,Wheat,chicago_wheat,72.6,1900
1907,2,74.4,1907-02-01 00:00:00,US,Chicago,Wheat,chicago_wheat,74.4,1900
1907,3,74.0,1907-03-01 00:00:00,US,Chicago,Wheat,chicago_wheat,74.0,1900
1907,4,78.0,1907-04-01 00:00:00,US,Chicago,Wheat,chicago_wheat,78.0,1900
1907,5,92.5,1907-05-01 00:00:00,US,Chicago,Wheat,chicago_wheat,92.5,1900
1907,6,92.1,1907-06-01 00:00:00,US,Chicago,Wheat,chicago_wheat,92.1,1900
1907,7,91.3,1907-07-01 00:00:00,US,Chicago,Wheat,chicago_wheat,91.3,1900
1907,8,88.1,1907-08-01 00:00:00,US,Chicago,Wheat,chicago_wheat,88.1,1900
1907,9,95.7,1907-09-01 00:00:00,US,Chicago,Wheat,chicago_wheat,95.7,1900
1907,10,98.8,1907-10-01 00:00:00,US,Chicago,Wheat,chicago_wheat,98.8,1900
1907,11,92.4,1907-11-01 00:00:00,US,Chicago,Wheat,chicago_wheat,92.4,1900
1907,12,96.6,1907-12-01 00:00:00,US,Chicago,Wheat,chicago_wheat,96.6,1900
1908,1,98.0,1908-01-01 00:00:00,US,Chicago,Wheat,chicago_wheat,98.0,1900
1908,2,94.2,1908-02-01 00:00:00,US,Chicago,Wheat,chicago_wheat,94.2,1900
1908,3,95.7,1908-03-01 00:00:00,US,Chicago,Wheat,chicago_wheat,95.7,1900
1908,4,93.4,1908-04-01 00:00:00,US,Chicago,Wheat,chicago_wheat,93.4,1900
1908,5,104.2,1908-05-01 00:00:00,US,Chicago,Wheat,chicago_wheat,104.2,1900
1908,6,93.4,1908-06-01 00:00:00,US,Chicago,Wheat,chicago_wheat,93.4,1900
1908,7,89.4,1908-07-01 00:00:00,US,Chicago,Wheat,chicago_wheat,89.4,1900
1908,8,94.0,1908-08-01 00:00:00,US,Chicago,Wheat,chicago_wheat,94.0,1900
1908,9,99.1,1908-09-01 00:00:00,US,Chicago,Wheat,chicago_wheat,99.1,1900
1908,10,99.7,1908-10-01 00:00:00,US,Chicago,Wheat,chicago_wheat,99.7,1900
1908,11,103.2,1908-11-01 00:00:00,US,Chicago,Wheat,chicago_wheat,103.2,1900
1908,12,102.8,1908-12-01 00:00:00,US,Chicago,Wheat,chicago_wheat,102.8,1900
1909,1,103.5,1909-01-01 00:00:00,US,Chicago,Wheat,chicago_wheat,103.5,1900
1909,2,110.9,1909-02-01 00:00:00,US,Chicago,Wheat,chicago_wheat,110.9,1900
1909,3,114.1,1909-03-01 00:00:00,US,Chicago,Wheat,chicago_wheat,114.1,1900
1909,4,123.0,1909-04-01 00:00:00,US,Chicago,Wheat,chicago_wheat,123.0,1900
1909,5,130.2,1909-05-01 00:00:00,US,Chicago,Wheat,chicago_wheat,130.2,1900
1909,6,126.6,1909-06-01 00:00:00,US,Chicago,Wheat,chicago_wheat,126.6,1900
1909,7,118.0,1909-07-01 00:00:00,US,Chicago,Wheat,chicago_wheat,118.0,1900
1909,8,101.6,1909-08-01 00:00:00,US,Chicago,Wheat,chicago_wheat,101.6,1900
1909,9,101.9,1909-09-01 00:00:00,US,Chicago,Wheat,chicago_wheat,101.9,1900
1909,10,107.0,1909-10-01 00:00:00,US,Chicago,Wheat,chicago_wheat,107.0,1900
1909,11,107.1,1909-11-01 00:00:00,US,Chicago,Wheat,chicago_wheat,107.1,1900
1909,12,112.5,1909-12-01 00:00:00,US,Chicago,Wheat,chicago_wheat,112.5,1900
1910,1,112.8,1910-01-01 00:00:00,US,Chicago,Wheat,chicago_wheat,112.8,1910
1910,2,113.3,1910-02-01 00:00:00,US,Chicago,Wheat,chicago_wheat,113.3,1910
1910,3,112.0,1910-03-01 00:00:00,US,Chicago,Wheat,chicago_wheat,112.0,1910
1910,4,110.2,1910-04-01 00:00:00,US,Chicago,Wheat,chicago_wheat,110.2,1910
1910,5,110.4,1910-05-01 00:00:00,US,Chicago,Wheat,chicago_wheat,110.4,1910
1910,6,95.6,1910-06-01 00:00:00,US,Chicago,Wheat,chicago_wheat,95.6,1910
1910,7,105.4,1910-07-01 00:00:00,US,Chicago,Wheat,chicago_wheat,105.4,1910
1910,8,100.5,1910-08-01 00:00:00,US,Chicago,Wheat,chicago_wheat,100.5,1910
1910,9,96.4,1910-09-01 00:00:00,US,Chicago,Wheat,chicago_wheat,96.4,1910
1910,10,93.4,1910-10-01 00:00:00,US,Chicago,Wheat,chicago_wheat,93.4,1910
1910,11,89.7,1910-11-01 00:00:00,US,Chicago,Wheat,chicago_wheat,89.7,1910
1910,12,91.8,1910-12-01 00:00:00,US,Chicago,Wheat,chicago_wheat,91.8,1910
1911,1,95.9,1911-01-01 00:00:00,US,Chicago,Wheat,chicago_wheat,95.9,1910
1911,2,89.6,1911-02-01 00:00:00,US,Chicago,Wheat,chicago_wheat,89.6,1910
1911,3,87.6,1911-03-01 00:00:00,US,Chicago,Wheat,chicago_wheat,87.6,1910
1911,4,88.4,1911-04-01 00:00:00,US,Chicago,Wheat,chicago_wheat,88.4,1910
1911,5,97.1,1911-05-01 00:00:00,US,Chicago,Wheat,chicago_wheat,97.1,1910
1911,6,90.2,1911-06-01 00:00:00,US,Chicago,Wheat,chicago_wheat,90.2,1910
1911,7,87.4,1911-07-01 00:00:00,US,Chicago,Wheat,chicago_wheat,87.4,1910
1911,8,90.1,1911-08-01 00:00:00,US,Chicago,Wheat,chicago_wheat,90.1,1910
1911,9,92.8,1911-09-01 00:00:00,US,Chicago,Wheat,chicago_wheat,92.8,1910
1911,10,96.9,1911-10-01 00:00:00,US,Chicago,Wheat,chicago_wheat,96.9,1910
1911,11,93.7,1911-11-01 00:00:00,US,Chicago,Wheat,chicago_wheat,93.7,1910
1911,12,94.0,1911-12-01 00:00:00,US,Chicago,Wheat,chicago_wheat,94.0,1910
1912,1,95.7,1912-01-01 00:00:00,US,Chicago,Wheat,chicago_wheat,95.7,1910
1912,2,98.4,1912-02-01 00:00:00,US,Chicago,Wheat,chicago_wheat,98.4,1910
1912,3,100.4,1912-03-01 00:00:00,US,Chicago,Wheat,chicago_wheat,100.4,1910
1912,4,108.7,1912-04-01 00:00:00,US,Chicago,Wheat,chicago_wheat,108.7,1910
1912,5,113.9,1912-05-01 00:00:00,US,Chicago,Wheat,chicago_wheat,113.9,1910
1912,6,108.3,1912-06-01 00:00:00,US,Chicago,Wheat,chicago_wheat,108.3,1910
1912,7,101.3,1912-07-01 00:00:00,US,Chicago,Wheat,chicago_wheat,101.3,1910
1912,8,93.7,1912-08-01 00:00:00,US,Chicago,Wheat,chicago_wheat,93.7,1910
1912,9,90.6,1912-09-01 00:00:00,US,Chicago,Wheat,chicago_wheat,90.6,1910
1912,10,91.4,1912-10-01 00:00:00,US,Chicago,Wheat,chicago_wheat,91.4,1910
1912,11,86.3,1912-11-01 00:00:00,US,Chicago,Wheat,chicago_wheat,86.3,1910
1912,12,86.1,1912-12-01 00:00:00,US,Chicago,Wheat,chicago_wheat,86.1,1910
1913,1,90.0,1913-01-01 00:00:00,US,Chicago,Wheat,chicago_wheat,90.0,1910
1913,2,90.5,1913-02-01 00:00:00,US,Chicago,Wheat,chicago_wheat,90.5,1910
1913,3,87.7,1913-03-01 00:00:00,US,Chicago,Wheat,chicago_wheat,87.7,1910
1913,4,91.0,1913-04-01 00:00:00,US,Chicago,Wheat,chicago_wheat,91.0,1910
1913,5,90.6,1913-05-01 00:00:00,US,Chicago,Wheat,chicago_wheat,90.6,1910
1913,6,91.4,1913-06-01 00:00:00,US,Chicago,Wheat,chicago_wheat,91.4,1910
1913,7,87.6,1913-07-01 00:00:00,US,Chicago,Wheat,chicago_wheat,87.6,1910
1913,8,86.1,1913-08-01 00:00:00,US,Chicago,Wheat,chicago_wheat,86.1,1910
1913,9,87.7,1913-09-01 00:00:00,US,Chicago,Wheat,chicago_wheat,87.7,1910
1913,10,84.2,1913-10-01 00:00:00,US,Chicago,Wheat,chicago_wheat,84.2,1910
1913,11,86.1,1913-11-01 00:00:00,US,Chicago,Wheat,chicago_wheat,86.1,1910
1913,12,88.3,1913-12-01 00:00:00,US,Chicago,Wheat,chicago_wheat,88.3,1910
1914,1,89.7,1914-01-01 00:00:00,US,Chicago,Wheat,chicago_wheat,89.7,1910
1914,2,91.5,1914-02-01 00:00:00,US,Chicago,Wheat,chicago_wheat,91.5,1910
1914,3,91.9,1914-03-01 00:00:00,US,Chicago,Wheat,chicago_wheat,91.9,1910
1914,4,91.3,1914-04-01 00:00:00,US,Chicago,Wheat,chicago_wheat,91.3,1910
1914,5,95.6,1914-05-01 00:00:00,US,Chicago,Wheat,chicago_wheat,95.6,1910
1914,6,89.7,1914-06-01 00:00:00,US,Chicago,Wheat,chicago_wheat,89.7,1910
1914,7,82.9,1914-07-01 00:00:00,US,Chicago,Wheat,chicago_wheat,82.9,1910
1914,8,96.0,1914-08-01 00:00:00,US,Chicago,Wheat,chicago_wheat,96.0,1910
1914,9,112.1,1914-09-01 00:00:00,US,Chicago,Wheat,chicago_wheat,112.1,1910
1914,10,109.4,1914-10-01 00:00:00,US,Chicago,Wheat,chicago_wheat,109.4,1910
1914,11,113.8,1914-11-01 00:00:00,US,Chicago,Wheat,chicago_wheat,113.8,1910
1914,12,121.2,1914-12-01 00:00:00,US,Chicago,Wheat,chicago_wheat,121.2,1910
1915,1,142.9,1915-01-01 00:00:00,US,Chicago,Wheat,chicago_wheat,142.9,1910
1915,2,158.5,1915-02-01 00:00:00,US,Chicago,Wheat,chicago_wheat,158.5,1910
1915,3,150.2,1915-03-01 00:00:00,US,Chicago,Wheat,chicago_wheat,150.2,1910
1915,4,157.8,1915-04-01 00:00:00,US,Chicago,Wheat,chicago_wheat,157.8,1910
1915,5,151.8,1915-05-01 00:00:00,US,Chicago,Wheat,chicago_wheat,151.8,1910
1915,6,119.3,1915-06-01 00:00:00,US,Chicago,Wheat,chicago_wheat,119.3,1910
1915,7,119.5,1915-07-01 00:00:00,US,Chicago,Wheat,chicago_wheat,119.5,1910
1915,8,109.2,1915-08-01 00:00:00,US,Chicago,Wheat,chicago_wheat,109.2,1910
1915,9,107.8,1915-09-01 00:00:00,US,Chicago,Wheat,chicago_wheat,107.8,1910
1915,10,105.2,1915-10-01 00:00:00,US,Chicago,Wheat,chicago_wheat,105.2,1910
1915,11,105.6,1915-11-01 00:00:00,US,Chicago,Wheat,chicago_wheat,105.6,1910
1915,12,118.1,1915-12-01 00:00:00,US,Chicago,Wheat,chicago_wheat,118.1,1910
1916,1,126.2,1916-01-01 00:00:00,US,Chicago,Wheat,chicago_wheat,126.2,1910
1916,2,125.2,1916-02-01 00:00:00,US,Chicago,Wheat,chicago_wheat,125.2,1910
1916,3,109.9,1916-03-01 00:00:00,US,Chicago,Wheat,chicago_wheat,109.9,1910
1916,4,115.4,1916-04-01 00:00:00,US,Chicago,Wheat,chicago_wheat,115.4,1910
1916,5,112.1,1916-05-01 00:00:00,US,Chicago,Wheat,chicago_wheat,112.1,1910
1916,6,101.7,1916-06-01 00:00:00,US,Chicago,Wheat,chicago_wheat,101.7,1910
1916,7,111.4,1916-07-01 00:00:00,US,Chicago,Wheat,chicago_wheat,111.4,1910
1916,8,142.4,1916-08-01 00:00:00,US,Chicago,Wheat,chicago_wheat,142.4,1910
1916,9,150.2,1916-09-01 00:00:00,US,Chicago,Wheat,chicago_wheat,150.2,1910
1916,10,167.7,1916-10-01 00:00:00,US,Chicago,Wheat,chicago_wheat,167.7,1910
1916,11,183.6,1916-11-01 00:00:00,US,Chicago,Wheat,chicago_wheat,183.6,1910
1916,12,158.6,1916-12-01 00:00:00,US,Chicago,Wheat,chicago_wheat,158.6,1910
1917,1,178.4,1917-01-01 00:00:00,US,Chicago,Wheat,chicago_wheat,178.4,1910
1917,2,165.6,1917-02-01 00:00:00,US,Chicago,Wheat,chicago_wheat,165.6,1910
1917,3,187.0,1917-03-01 00:00:00,US,Chicago,Wheat,chicago_wheat,187.0,1910
1917,4,238.1,1917-04-01 00:00:00,US,Chicago,Wheat,chicago_wheat,238.1,1910
1917,5,300.8,1917-05-01 00:00:00,US,Chicago,Wheat,chicago_wheat,300.8,1910
1917,6,259.8,1917-06-01 00:00:00,US,Chicago,Wheat,chicago_wheat,259.8,1910
1917,7,232.5,1917-07-01 00:00:00,US,Chicago,Wheat,chicago_wheat,232.5,1910
1917,8,230.8,1917-08-01 00:00:00,US,Chicago,Wheat,chicago_wheat,230.8,1910
1917,9,217.0,1917-09-01 00:00:00,US,Chicago,Wheat,chicago_wheat,217.0,1910
1917,10,217.0,1917-10-01 00:00:00,US,Chicago,Wheat,chicago_wheat,217.0,1910
1917,11,217.0,1917-11-01 00:00:00,US,Chicago,Wheat,chicago_wheat,217.0,1910
1917,12,217.0,1917-12-01 00:00:00,US,Chicago,Wheat,chicago_wheat,217.0,1910
1918,1,217.0,1918-01-01 00:00:00,US,Chicago,Wheat,chicago_wheat,217.0,1910
1918,2,217.0,1918-02-01 00:00:00,US,Chicago,Wheat,chicago_wheat,217.0,1910
1918,3,217.0,1918-03-01 00:00:00,US,Chicago,Wheat,chicago_wheat,217.0,1910
1918,4,217.0,1918-04-01 00:00:00,US,Chicago,Wheat,chicago_wheat,217.0,1910
1918,5,217.0,1918-05-01 00:00:00,US,Chicago,Wheat,chicago_wheat,217.0,1910
1918,6,217.0,1918-06-01 00:00:00,US,Chicago,Wheat,chicago_wheat,217.0,1910
1918,7,223.0,1918-07-01 00:00:00,US,Chicago,Wheat,chicago_wheat,223.0,1910
1918,8,222.8,1918-08-01 00:00:00,US,Chicago,Wheat,chicago_wheat,222.8,1910
1918,9,223.2,1918-09-01 00:00:00,US,Chicago,Wheat,chicago_wheat,223.2,1910
1918,10,223.0,1918-10-01 00:00:00,US,Chicago,Wheat,chicago_wheat,223.0,1910
1918,11,223.7,1918-11-01 00:00:00,US,Chicago,Wheat,chicago_wheat,223.7,1910
1918,12,225.0,1918-12-01 00:00:00,US,Chicago,Wheat,chicago_wheat,225.0,1910
1919,1,223.4,1919-01-01 00:00:00,US,Chicago,Wheat,chicago_wheat,223.4,1910
1919,2,223.9,1919-02-01 00:00:00,US,Chicago,Wheat,chicago_wheat,223.9,1910
1919,3,235.0,1919-03-01 00:00:00,US,Chicago,Wheat,chicago_wheat,235.0,1910
1919,4,247.8,1919-04-01 00:00:00,US,Chicago,Wheat,chicago_wheat,247.8,1910
1919,5,253.6,1919-05-01 00:00:00,US,Chicago,Wheat,chicago_wheat,253.6,1910
1919,6,236.0,1919-06-01 00:00:00,US,Chicago,Wheat,chicago_wheat,236.0,1910
1919,7,224.5,1919-07-01 00:00:00,US,Chicago,Wheat,chicago_wheat,224.5,1910
1919,8,221.4,1919-08-01 00:00:00,US,Chicago,Wheat,chicago_wheat,221.4,1910
1919,9,221.6,1919-09-01 00:00:00,US,Chicago,Wheat,chicago_wheat,221.6,1910
1919,10,222.6,1919-10-01 00:00:00,US,Chicago,Wheat,chicago_wheat,222.6,1910
1919,11,230.2,1919-11-01 00:00:00,US,Chicago,Wheat,chicago_wheat,230.2,1910
1919,12,243.8,1919-12-01 00:00:00,US,Chicago,Wheat,chicago_wheat,243.8,1910
1920,1,259.6,1920-01-01 00:00:00,US,Chicago,Wheat,chicago_wheat,259.6,1920
1920,2,234.2,1920-02-01 00:00:00,US,Chicago,Wheat,chicago_wheat,234.2,1920
1920,3,245.8,1920-03-01 00:00:00,US,Chicago,Wheat,chicago_wheat,245.8,1920
1920,4,274.8,1920-04-01 00:00:00,US,Chicago,Wheat,chicago_wheat,274.8,1920
1920,5,294.2,1920-05-01 00:00:00,US,Chicago,Wheat,chicago_wheat,294.2,1920
1920,6,285.5,1920-06-01 00:00:00,US,Chicago,Wheat,chicago_wheat,285.5,1920
1920,7,273.2,1920-07-01 00:00:00,US,Chicago,Wheat,chicago_wheat,273.2,1920
1920,8,251.9,1920-08-01 00:00:00,US,Chicago,Wheat,chicago_wheat,251.9,1920
1920,9,249.2,1920-09-01 00:00:00,US,Chicago,Wheat,chicago_wheat,249.2,1920
1920,10,210.4,1920-10-01 00:00:00,US,Chicago,Wheat,chicago_wheat,210.4,1920
1920,11,176.5,1920-11-01 00:00:00,US,Chicago,Wheat,chicago_wheat,176.5,1920
1920,12,169.8,1920-12-01 00:00:00,US,Chicago,Wheat,chicago_wheat,169.8,1920
1921,1,173.7,1921-01-01 00:00:00,US,Chicago,Wheat,chicago_wheat,173.7,1920
1921,2,162.0,1921-02-01 00:00:00,US,Chicago,Wheat,chicago_wheat,162.0,1920
1921,3,159.8,1921-03-01 00:00:00,US,Chicago,Wheat,chicago_wheat,159.8,1920
1921,4,137.9,1921-04-01 00:00:00,US,Chicago,Wheat,chicago_wheat,137.9,1920
1921,5,156.8,1921-05-01 00:00:00,US,Chicago,Wheat,chicago_wheat,156.8,1920
1921,6,149.9,1921-06-01 00:00:00,US,Chicago,Wheat,chicago_wheat,149.9,1920
1921,7,124.6,1921-07-01 00:00:00,US,Chicago,Wheat,chicago_wheat,124.6,1920
1921,8,120.4,1921-08-01 00:00:00,US,Chicago,Wheat,chicago_wheat,120.4,1920
1921,9,125.2,1921-09-01 00:00:00,US,Chicago,Wheat,chicago_wheat,125.2,1920
1921,10,108.0,1921-10-01 00:00:00,US,Chicago,Wheat,chicago_wheat,108.0,1920
1921,11,104.2,1921-11-01 00:00:00,US,Chicago,Wheat,chicago_wheat,104.2,1920
1921,12,111.5,1921-12-01 00:00:00,US,Chicago,Wheat,chicago_wheat,111.5,1920
1922,1,108.7,1922-01-01 00:00:00,US,Chicago,Wheat,chicago_wheat,108.7,1920
1922,2,129.0,1922-02-01 00:00:00,US,Chicago,Wheat,chicago_wheat,129.0,1920
1922,3,133.5,1922-03-01 00:00:00,US,Chicago,Wheat,chicago_wheat,133.5,1920
1922,4,135.9,1922-04-01 00:00:00,US,Chicago,Wheat,chicago_wheat,135.9,1920
1922,5,136.6,1922-05-01 00:00:00,US,Chicago,Wheat,chicago_wheat,136.6,1920
1922,6,115.6,1922-06-01 00:00:00,US,Chicago,Wheat,chicago_wheat,115.6,1920
1922,7,115.4,1922-07-01 00:00:00,US,Chicago,Wheat,chicago_wheat,115.4,1920
1922,8,105.8,1922-08-01 00:00:00,US,Chicago,Wheat,chicago_wheat,105.8,1920
1922,9,105.0,1922-09-01 00:00:00,US,Chicago,Wheat,chicago_wheat,105.0,1920
1922,10,113.7,1922-10-01 00:00:00,US,Chicago,Wheat,chicago_wheat,113.7,1920
1922,11,118.8,1922-11-01 00:00:00,US,Chicago,Wheat,chicago_wheat,118.8,1920
1922,12,124.0,1922-12-01 00:00:00,US,Chicago,Wheat,chicago_wheat,124.0,1920
1923,1,117.8,1923-01-01 00:00:00,US,Chicago,Wheat,chicago_wheat,117.8,1920
1923,2,117.6,1923-02-01 00:00:00,US,Chicago,Wheat,chicago_wheat,117.6,1920
1923,3,119.3,1923-03-01 00:00:00,US,Chicago,Wheat,chicago_wheat,119.3,1920
1923,4,125.2,1923-04-01 00:00:00,US,Chicago,Wheat,chicago_wheat,125.2,1920
1923,5,119.7,1923-05-01 00:00:00,US,Chicago,Wheat,chicago_wheat,119.7,1920
1923,6,109.1,1923-06-01 00:00:00,US,Chicago,Wheat,chicago_wheat,109.1,1920
1923,7,101.3,1923-07-01 00:00:00,US,Chicago,Wheat,chicago_wheat,101.3,1920
1923,8,101.4,1923-08-01 00:00:00,US,Chicago,Wheat,chicago_wheat,101.4,1920
1923,9,105.2,1923-09-01 00:00:00,US,Chicago,Wheat,chicago_wheat,105.2,1920
1923,10,108.3,1923-10-01 00:00:00,US,Chicago,Wheat,chicago_wheat,108.3,1920
1923,11,104.7,1923-11-01 00:00:00,US,Chicago,Wheat,chicago_wheat,104.7,1920
1923,12,103.6,1923-12-01 00:00:00,US,Chicago,Wheat,chicago_wheat,103.6,1920
1924,1,105.8,1924-01-01 00:00:00,US,Chicago,Wheat,chicago_wheat,105.8,1920
1924,2,109.0,1924-02-01 00:00:00,US,Chicago,Wheat,chicago_wheat,109.0,1920
1924,3,105.0,1924-03-01 00:00:00,US,Chicago,Wheat,chicago_wheat,105.0,1920
1924,4,103.8,1924-04-01 00:00:00,US,Chicago,Wheat,chicago_wheat,103.8,1920
1924,5,106.2,1924-05-01 00:00:00,US,Chicago,Wheat,chicago_wheat,106.2,1920
1924,6,111.2,1924-06-01 00:00:00,US,Chicago,Wheat,chicago_wheat,111.2,1920
1924,7,123.2,1924-07-01 00:00:00,US,Chicago,Wheat,chicago_wheat,123.2,1920
1924,8,128.2,1924-08-01 00:00:00,US,Chicago,Wheat,chicago_wheat,128.2,1920
1924,9,130.8,1924-09-01 00:00:00,US,Chicago,Wheat,chicago_wheat,130.8,1920
1924,10,143.7,1924-10-01 00:00:00,US,Chicago,Wheat,chicago_wheat,143.7,1920
1924,11,151.0,1924-11-01 00:00:00,US,Chicago,Wheat,chicago_wheat,151.0,1920
1924,12,167.5,1924-12-01 00:00:00,US,Chicago,Wheat,chicago_wheat,167.5,1920
1925,1,184.9,1925-01-01 00:00:00,US,Chicago,Wheat,chicago_wheat,184.9,1920
1925,2,182.4,1925-02-01 00:00:00,US,Chicago,Wheat,chicago_wheat,182.4,1920
1925,3,167.0,1925-03-01 00:00:00,US,Chicago,Wheat,chicago_wheat,167.0,1920
1925,4,150.1,1925-04-01 00:00:00,US,Chicago,Wheat,chicago_wheat,150.1,1920
1925,5,167.7,1925-05-01 00:00:00,US,Chicago,Wheat,chicago_wheat,167.7,1920
1925,6,157.8,1925-06-01 00:00:00,US,Chicago,Wheat,chicago_wheat,157.8,1920
1925,7,151.8,1925-07-01 00:00:00,US,Chicago,Wheat,chicago_wheat,151.8,1920
1925,8,162.5,1925-08-01 00:00:00,US,Chicago,Wheat,chicago_wheat,162.5,1920
1925,9,151.2,1925-09-01 00:00:00,US,Chicago,Wheat,chicago_wheat,151.2,1920
1925,10,145.7,1925-10-01 00:00:00,US,Chicago,Wheat,chicago_wheat,145.7,1920
1925,11,159.8,1925-11-01 00:00:00,US,Chicago,Wheat,chicago_wheat,159.8,1920
1925,12,175.6,1925-12-01 00:00:00,US,Chicago,Wheat,chicago_wheat,175.6,1920
1926,1,177.2,1926-01-01 00:00:00,US,Chicago,Wheat,chicago_wheat,177.2,1920
1926,2,167.9,1926-02-01 00:00:00,US,Chicago,Wheat,chicago_wheat,167.9,1920
1926,3,161.8,1926-03-01 00:00:00,US,Chicago,Wheat,chicago_wheat,161.8,1920
1926,4,163.3,1926-04-01 00:00:00,US,Chicago,Wheat,chicago_wheat,163.3,1920
1926,5,162.2,1926-05-01 00:00:00,US,Chicago,Wheat,chicago_wheat,162.2,1920
1926,6,148.5,1926-06-01 00:00:00,US,Chicago,Wheat,chicago_wheat,148.5,1920
1926,7,142.7,1926-07-01 00:00:00,US,Chicago,Wheat,chicago_wheat,142.7,1920
1926,8,136.5,1926-08-01 00:00:00,US,Chicago,Wheat,chicago_wheat,136.5,1920
1926,9,134.1,1926-09-01 00:00:00,US,Chicago,Wheat,chicago_wheat,134.1,1920
1926,10,139.8,1926-10-01 00:00:00,US,Chicago,Wheat,chicago_wheat,139.8,1920
1926,11,137.8,1926-11-01 00:00:00,US,Chicago,Wheat,chicago_wheat,137.8,1920
1926,12,138.9,1926-12-01 00:00:00,US,Chicago,Wheat,chicago_wheat,138.9,1920
1927,1,137.4,1927-01-01 00:00:00,US,Chicago,Wheat,chicago_wheat,137.4,1920
1927,2,135.1,1927-02-01 00:00:00,US,Chicago,Wheat,chicago_wheat,135.1,1920
1927,3,133.8,1927-03-01 00:00:00,US,Chicago,Wheat,chicago_wheat,133.8,1920
1927,4,133.7,1927-04-01 00:00:00,US,Chicago,Wheat,chicago_wheat,133.7,1920
1927,5,145.4,1927-05-01 00:00:00,US,Chicago,Wheat,chicago_wheat,145.4,1920
1927,6,144.1,1927-06-01 00:00:00,US,Chicago,Wheat,chicago_wheat,144.1,1920
1927,7,142.2,1927-07-01 00:00:00,US,Chicago,Wheat,chicago_wheat,142.2,1920
1927,8,139.2,1927-08-01 00:00:00,US,Chicago,Wheat,chicago_wheat,139.2,1920
1927,9,131.2,1927-09-01 00:00:00,US,Chicago,Wheat,chicago_wheat,131.2,1920
1927,10,125.7,1927-10-01 00:00:00,US,Chicago,Wheat,chicago_wheat,125.7,1920
1927,11,124.9,1927-11-01 00:00:00,US,Chicago,Wheat,chicago_wheat,124.9,1920
1927,12,127.9,1927-12-01 00:00:00,US,Chicago,Wheat,chicago_wheat,127.9,1920
1928,1,128.4,1928-01-01 00:00:00,US,Chicago,Wheat,chicago_wheat,128.4,1920
1928,2,132.1,1928-02-01 00:00:00,US,Chicago,Wheat,chicago_wheat,132.1,1920
1928,3,139.5,1928-03-01 00:00:00,US,Chicago,Wheat,chicago_wheat,139.5,1920
1928,4,154.6,1928-04-01 00:00:00,US,Chicago,Wheat,chicago_wheat,154.6,1920
1928,5,153.4,1928-05-01 00:00:00,US,Chicago,Wheat,chicago_wheat,153.4,1920
1928,6,139.8,1928-06-01 00:00:00,US,Chicago,Wheat,chicago_wheat,139.8,1920
1928,7,128.5,1928-07-01 00:00:00,US,Chicago,Wheat,chicago_wheat,128.5,1920
1928,8,111.9,1928-08-01 00:00:00,US,Chicago,Wheat,chicago_wheat,111.9,1920
1928,9,113.6,1928-09-01 00:00:00,US,Chicago,Wheat,chicago_wheat,113.6,1920
1928,10,115.4,1928-10-01 00:00:00,US,Chicago,Wheat,chicago_wheat,115.4,1920
1928,11,115.9,1928-11-01 00:00:00,US,Chicago,Wheat,chicago_wheat,115.9,1920
1928,12,116.2,1928-12-01 00:00:00,US,Chicago,Wheat,chicago_wheat,116.2,1920
1929,1,119.0,1929-01-01 00:00:00,US,Chicago,Wheat,chicago_wheat,119.0,1920
