geo.name,indicator.name,geo,indicator,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Jordan,Child mortality (under age five),jor,u5mr,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.34,421.33,421.3,421.23,421.12,420.96,420.73,420.43,420.07,419.64,419.15,418.59,417.96,417.27,416.51,415.69,414.81,413.88,412.93,411.95,410.96,409.97,408.98,408,407.01,406.02,405.03,404.04,403.05,402.06,401.07,400.09,399.1,398.11,397.12,396.13,395.14,394.15,393.188,392.237,391.275,390.313,389.351,377.734,367.526,356.386,345.485,334.802,328.516,322.349,316.297,310.359,304.533,298.815,293.206,287.701,282.3,277,262.6,248.9,235.6,223,210.7,199,187.6,176.7,166.4,156.7,147.5,139,131,123.6,116.9,110.6,104.8,99.4,94.4,89.7,85.4,81.3,77.4,73.7,70.2,66.9,63.8,60.9,58.1,55.5,53,50.7,48.4,46.3,44.3,42.5,40.8,39.2,37.8,36.5,35.4,34.3,33.3,32.4,31.6,30.8,30,29.3,28.6,27.9,27.1,26.4,25.7,25,24.3,23.6,23,22.3,21.7,21.1,20.5,19.9,19.3,18.7,18.1,17.6,17.129,16.662,16.205,15.759,15.325,14.904,14.497,14.102,13.721,13.35,12.989,12.637,12.295,11.964,11.648,11.347,11.063,10.795,10.541,10.299,10.067,9.841,9.622,9.407,9.199,8.999,8.806,8.62,8.443,8.272,8.105,7.942,7.784,7.628,7.475,7.325,7.178,7.035,6.895,6.758,6.624,6.492,6.363,6.237,6.113,5.993,5.873,5.756,5.643,5.532,5.424,5.32,5.219,5.121,5.026,4.934,4.845,4.757,4.671,4.586,4.502,4.42,4.34,4.261,4.186,4.112,4.044,3.977,3.914,3.855,3.797,3.74,3.685,3.631,3.579,3.528,3.479,3.432,3.388,3.345,3.304,3.266,3.228,3.228
Kazakhstan,Child mortality (under age five),kaz,u5mr,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,497.41,504.87,512.4,521.6,529.34,537.25,537.25,535.66,535.66,534.07,534.07,530.88,527.79,524.7,521.6,518.51,515.42,512.4,509.39,506.38,503.36,500.35,497.41,494.48,491.55,488.61,485.68,482.82,479.96,477.1,474.24,471.36,468.53,465.67,462.76,465.37,466.5,468.96,464.38,461.13,456.42,453.07,448.33,444.89,440.05,436.52,431.66,428.08,421.86,415.77,409.69,403.69,397.77,391.87,387.3,381.55,375.85,370.25,364.67,359.18,353.73,348.33,343.03,337.74,330.37,324.14,316.97,309.88,299.701,289.777,280.056,271.571,262.306,253.293,244.501,235.909,227.558,216.96,207.487,197.532,187.905,178.6,169.604,161.6,153.18,145.044,137.166,129.588,128.324,125.814,123.337,120.895,118.486,116.109,113.763,111.447,109.157,106.888,104.638,102.402,100.184,97.988,95.823,93.702,91.634,89.626,87.681,85.806,84,82.2,80.4,78.7,77.2,75.8,74.4,72.9,71.3,69.6,67.4,65.3,63.1,60.9,58.8,57,55.3,53.9,52.8,52.2,52,52.2,52.5,52.6,52.3,51.2,49.6,47.6,45.3,43,40.6,38.4,36.2,34.2,32.1,30.1,28,25.8,23.6,21.5,19.3,17.4,15.6,14,12.6,11.4,11.777,11.457,11.147,10.829,10.499,10.174,9.866,9.572,9.29,9.017,8.754,8.502,8.259,8.023,7.796,7.578,7.368,7.167,6.974,6.788,6.609,6.436,6.27,6.11,5.954,5.805,5.662,5.526,5.398,5.28,5.172,5.074,4.987,4.906,4.832,4.763,4.695,4.629,4.563,4.498,4.434,4.373,4.314,4.257,4.201,4.147,4.094,4.041,3.988,3.938,3.888,3.84,3.793,3.747,3.703,3.659,3.615,3.572,3.53,3.489,3.448,3.408,3.37,3.332,3.295,3.259,3.223,3.19,3.156,3.124,3.093,3.063,3.034,3.006,2.98,2.953,2.929,2.904,2.881,2.858,2.836,2.816,2.795,2.795
Kenya,Child mortality (under age five),ken,u5mr,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.87,507.83,507.75,507.62,507.42,507.14,506.78,506.35,505.83,505.23,504.56,503.8,502.97,502.06,501.06,500,498.89,497.74,496.56,495.37,494.18,492.99,491.79,490.6,489.41,488.22,487.03,485.83,484.64,487.76,490.88,494.06,498.68,501.86,496.21,492.07,486.5,481.405,476.386,470.033,465.119,458.847,454.028,447.954,441.911,435.918,430.064,415.782,401.972,388.619,375.708,363.224,351.154,339.483,328.199,317.288,306.738,304.944,301.1,284.7,269.1,254.6,241.3,229.1,217.9,207.7,198.4,190.2,182.9,176.5,171.2,166.6,162.9,159.4,155.9,152.4,149,145.4,141.7,137.8,133.6,129.4,125,120.6,116.2,112.1,108.2,104.7,101.6,98.9,96.8,95.2,94.4,94.4,95,96.3,98.1,100,102,103.8,105.2,106.2,106.6,106.2,105.1,103.3,100.8,97.5,93.8,89.8,85.5,81,76.6,72.6,67.9,64.6,62.2,59.8,57.8,55.8,53.5,51,49.2,48.276,47.142,46.069,45.012,43.953,42.909,41.891,40.891,39.901,38.92,37.957,37.02,36.113,35.24,34.406,33.611,32.86,32.155,31.501,30.906,30.365,29.874,29.425,29.009,28.612,28.226,27.839,27.446,27.044,26.634,26.224,25.818,25.418,25.027,24.644,24.271,23.905,23.548,23.198,22.854,22.516,22.183,21.855,21.532,21.214,20.901,20.596,20.3,20.015,19.743,19.487,19.244,19.015,18.799,18.592,18.392,18.196,18.001,17.808,17.616,17.424,17.236,17.049,16.864,16.681,16.5,16.321,16.142,15.965,15.79,15.616,15.444,15.274,15.104,14.935,14.769,14.603,14.439,14.276,14.115,13.955,13.796,13.639,13.639
Kiribati,Child mortality (under age five),kir,u5mr,453.12,451.465,449.816,448.173,446.536,444.905,443.28,441.661,440.048,438.44,436.839,435.244,433.654,432.07,430.492,428.919,427.353,425.792,424.237,422.687,421.143,419.605,418.072,416.545,415.024,413.508,411.998,410.493,408.993,407.5,406.011,404.528,403.051,401.578,400.112,398.65,397.194,395.743,394.298,392.858,391.423,389.993,388.569,387.149,385.735,384.327,382.923,381.524,380.131,378.742,377.359,375.98,374.607,373.239,371.876,370.517,369.164,367.816,366.472,365.134,363.8,362.471,361.147,359.828,358.514,357.204,355.9,354.6,353.305,352.014,350.728,349.447,348.171,346.899,345.632,344.37,343.112,341.859,340.61,339.366,338.126,336.891,335.661,334.435,333.213,331.996,330.784,329.576,328.372,327.172,325.977,324.787,323.6,322.418,321.241,320.067,318.898,317.734,316.573,315.417,314.265,313.117,311.973,310.834,309.698,308.567,307.44,306.317,305.198,304.084,302.973,301.866,300.764,299.665,298.571,297.48,296.394,295.311,294.232,293.158,292.087,291.02,289.957,288.898,287.843,286.792,285.744,284.7,283.66,282.624,281.592,278.722,275.87,273.034,270.216,267.414,264.63,261.862,259.111,256.376,253.658,250.956,248.271,245.602,242.949,240.313,237.692,235.087,232.498,229.925,227.368,226.778,225.328,223.338,220.808,217.744,214.163,210.096,205.596,200.757,195.692,190.527,185.393,180.4,173.4,166.6,160.3,154.4,148.9,144,139.5,135.4,132,129.4,127.2,125.8,124.7,123.8,123.2,122.7,122.2,121.4,120.3,118.9,117,114.5,111.4,107.9,104,99.8,95.8,92.2,89.1,86.3,83.9,81.7,79.5,77.4,75.2,72.9,70.6,68.6,66.9,65.7,65,64.6,64.6,64.5,64.3,63.7,62.7,61.5,60.2,58.8,57.4,55.9,54.3,53.642,52.532,51.463,50.445,49.477,48.548,47.647,46.771,45.919,45.09,44.279,43.49,42.717,41.965,41.232,40.521,39.832,39.165,38.518,37.89,37.282,36.687,36.107,35.539,34.982,34.437,33.902,33.377,32.861,32.355,31.859,31.373,30.895,30.424,29.958,29.497,29.041,28.587,28.136,27.69,27.248,26.812,26.379,25.948,25.517,25.083,24.649,24.214,23.781,23.354,22.936,22.529,22.134,21.751,21.377,21.009,20.644,20.281,19.92,19.559,19.2,18.844,18.492,18.144,17.799,17.459,17.125,16.795,16.472,16.156,15.846,15.543,15.248,14.96,14.677,14.401,14.131,13.867,13.608,13.354,13.106,12.863,12.625,12.625
North Korea,Child mortality (under age five),prk,u5mr,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.33,500.3,500.22,500.09,499.89,499.62,499.26,498.83,498.33,497.74,504.56,511.28,518.09,524.79,531.61,525.78,519.97,514.22,508.46,502.72,495.64,488.6,481.66,474.82,468.01,460,452.02,444.23,436.48,428.93,417.6,405.27,394.42,383.83,373.43,363.24,354.35,338.14,323.536,308.361,291.759,274.871,259.59,244.912,230.016,219.674,210.416,200.673,191.215,199.509,207.568,215.378,222.937,230.233,237.27,244.043,250.563,236.175,209.257,186.051,166.559,150.745,138.479,129.544,123.545,119.814,117.544,115.866,113.876,110.871,106.505,100.789,94.113,87.275,80.917,75.262,70.411,66.315,62.725,59.442,56.411,53.611,51.046,48.739,46.691,44.871,43.167,41.438,39.663,37.905,36.294,35.1,34.7,35.2,36.8,39.5,43.4,48.6,54.8,61.3,67.7,72.8,75.7,75.7,72.9,67.4,60,52.1,44.7,38.9,35,33,32.4,32.2,31.8,31,29.5,27.7,25.7,24,22.4,21.1,20,19.052,18.166,17.329,16.537,15.794,15.118,14.513,13.975,13.494,13.059,12.66,12.283,11.92,11.565,11.217,10.881,10.557,10.246,9.946,9.654,9.372,9.099,8.835,8.582,8.339,8.11,7.893,7.691,7.502,7.33,7.173,7.029,6.896,6.774,6.658,6.545,6.435,6.327,6.219,6.111,6.005,5.902,5.804,5.708,5.615,5.523,5.434,5.346,5.26,5.174,5.091,5.01,4.932,4.858,4.785,4.715,4.648,4.584,4.522,4.462,4.406,4.351,4.298,4.246,4.196,4.148,4.102,4.058,4.015,3.974,3.935,3.896,3.859,3.824,3.789,3.756,3.724,3.693,3.663,3.635,3.608,3.581,3.556,3.556
South Korea,Child mortality (under age five),kor,u5mr,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.35,503.31,503.23,503.1,502.9,502.63,502.27,501.84,501.33,500.74,507.55,512.81,519.62,524.79,531.61,525.78,519.97,514.22,508.46,502.72,495.64,488.6,481.66,474.82,468.01,460,452.02,444.23,436.48,428.93,417.6,405.27,394.42,383.83,373.43,363.24,354.35,343.167,333.341,322.653,310.15,296.972,285.158,273.654,261.536,254.293,248.098,254.61,261.288,268.136,275.16,282.362,289.748,297.322,305.089,313.053,321.219,316.2,269.5,231.4,200.3,175.9,156.8,142.1,130.8,121.9,114.9,109.1,104,99,94,88.8,83.4,77.9,72.4,67.2,62.4,58.1,54.5,51.4,48.8,46.6,44.5,42.6,40.6,38.5,36.2,33.9,31.5,29.1,26.8,24.5,22.3,20.3,18.6,17,15.7,14.4,13.3,12.3,11.4,10.6,9.8,9.1,8.5,8,7.5,7.1,6.7,6.3,5.9,5.5,5.2,4.8,4.5,4.3,4.1,4,3.9,3.7,3.6,3.5,3.4,3.207,3.08,2.969,2.874,2.791,2.718,2.65,2.586,2.523,2.462,2.403,2.347,2.292,2.239,2.188,2.138,2.09,2.043,1.998,1.953,1.911,1.87,1.829,1.79,1.753,1.716,1.682,1.648,1.616,1.586,1.556,1.526,1.498,1.47,1.443,1.418,1.392,1.369,1.346,1.323,1.302,1.282,1.261,1.241,1.221,1.202,1.183,1.165,1.146,1.129,1.111,1.094,1.077,1.06,1.044,1.029,1.013,0.997,0.982,0.967,0.952,0.938,0.924,0.91,0.896,0.884,0.871,0.858,0.847,0.834,0.823,0.812,0.801,0.792,0.781,0.772,0.762,0.753,0.743,0.735,0.725,0.717,0.707,0.707
"United Korea (former)
",Child mortality (under age five),korea_union,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,Child mortality (under age five),kos,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,Child mortality (under age five),kwt,u5mr,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.35,500.33,500.3,500.22,500.09,499.89,499.62,499.26,498.83,498.33,497.74,497.07,496.33,495.51,494.61,493.63,492.59,491.49,490.35,489.19,488.02,486.85,485.67,484.5,483.32,482.15,480.97,479.8,478.63,477.45,476.28,475.1,473.93,472.76,471.58,470.41,469.23,468.06,466.89,465.71,464.54,463.36,462.19,461.01,459.84,458.67,457.49,426.08,396.42,368.33,341.71,316.39,292.24,269.19,247.2,226.16,206.03,200.275,194.681,189.243,183.956,178.818,173.823,168.968,164.248,159.66,157.3,146.5,136.3,126.6,117.6,109,101,93.7,87,81.1,75.7,70.9,66.5,62.4,58.5,54.9,51.4,48.1,45,42,39.1,36.2,33.2,30.2,27.4,25,23.1,21.7,20.6,19.6,18.5,17.6,19.5,16,15.4,14.9,14.6,14.2,13.8,13.4,13,12.7,12.5,12.3,12.1,12,11.8,11.6,11.5,11.3,11.1,10.8,10.4,10,9.5,9.1,8.7,8.4,8.215,7.993,7.781,7.58,7.386,7.2,7.019,6.845,6.677,6.517,6.366,6.225,6.093,5.968,5.85,5.736,5.623,5.512,5.403,5.294,5.186,5.08,4.977,4.875,4.776,4.679,4.584,4.492,4.403,4.318,4.237,4.16,4.086,4.016,3.948,3.883,3.819,3.757,3.695,3.635,3.575,3.518,3.461,3.405,3.351,3.296,3.243,3.189,3.137,3.086,3.036,2.989,2.943,2.9,2.858,2.818,2.777,2.739,2.7,2.662,2.625,2.59,2.555,2.522,2.489,2.458,2.427,2.396,2.365,2.336,2.307,2.278,2.251,2.225,2.2,2.176,2.153,2.131,2.11,2.09,2.07,2.053,2.036,2.036
Kyrgyz Republic,Child mortality (under age five),kgz,u5mr,382.72,382.647,382.574,382.501,382.429,382.356,382.283,382.21,382.137,382.065,381.992,381.919,381.846,381.774,381.701,381.628,381.556,381.483,381.41,381.338,381.265,381.192,381.12,381.047,380.975,380.902,380.83,380.757,380.685,380.612,380.54,380.467,380.395,380.322,380.25,380.177,380.105,380.033,379.96,379.888,379.815,379.743,379.671,379.599,379.526,379.454,379.382,379.309,379.237,379.165,379.093,379.021,378.948,378.876,378.804,378.732,378.66,378.588,378.516,378.444,378.372,378.299,378.227,378.155,378.083,378.011,377.939,377.867,377.795,377.724,377.652,377.58,377.508,377.436,377.364,377.292,377.22,377.148,377.077,377.005,376.933,376.861,376.789,376.718,376.646,376.574,376.503,376.431,376.359,376.287,376.216,376.144,376.073,376.001,375.929,375.858,375.786,375.715,375.643,375.572,375.5,372.244,369.016,365.816,362.643,359.499,356.381,353.291,350.227,347.19,344.179,341.195,338.236,335.303,332.395,329.513,326.655,323.823,321.015,318.231,315.471,312.735,310.023,307.335,304.67,302.028,299.409,296.812,294.238,291.687,289.158,286.65,279.884,273.277,266.826,260.528,254.378,248.374,242.511,236.786,231.197,225.74,220.411,215.208,210.128,205.168,200.325,195.597,190.98,186.472,182.07,180.02,175.65,171.09,167.17,162.31,158.1,153,148.52,143.42,139.1,137.095,135.119,133.171,131.251,129.359,127.494,125.656,123.845,122.06,120.3,117.9,115.7,113.8,112,111.9,109,106.1,103.2,100,96.5,93,89.3,85.7,81.8,78.1,74.5,71.3,68.6,66.6,65.4,64.8,64.3,63.5,62.1,60.5,58.4,56.1,53.8,51.6,49.4,47.2,45.1,43.1,41.2,39.4,37.7,35.8,33.8,31.6,29.6,27.8,26.2,24.8,23.5,22.3,21.1,21.106,20.644,20.183,19.687,19.149,18.602,18.068,17.547,17.038,16.545,16.069,15.615,15.182,14.769,14.376,14,13.639,13.291,12.955,12.632,12.322,12.024,11.736,11.456,11.181,10.911,10.645,10.385,10.135,9.898,9.679,9.477,9.295,9.129,8.978,8.834,8.696,8.559,8.424,8.29,8.159,8.031,7.907,7.786,7.668,7.552,7.436,7.321,7.209,7.098,6.991,6.886,6.783,6.685,6.589,6.493,6.4,6.309,6.217,6.127,6.038,5.952,5.867,5.784,5.703,5.626,5.55,5.476,5.405,5.336,5.267,5.2,5.134,5.069,5.005,4.944,4.884,4.828,4.773,4.721,4.672,4.626,4.581,4.581
Lao,Child mortality (under age five),lao,u5mr,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.74,418.73,418.69,418.63,418.52,418.36,418.13,417.83,417.47,417.05,416.55,416,415.38,414.69,413.93,413.12,412.24,411.32,410.37,409.4,408.42,407.44,406.46,405.47,404.49,403.51,402.52,401.54,400.56,399.58,398.59,397.61,396.63,395.65,394.66,393.68,392.7,391.72,390.73,389.75,388.77,387.79,386.8,385.82,384.84,383.86,382.87,381.89,371.61,360.38,350.51,339.74,330.26,319.91,310.83,301.9,292.15,283.56,280.175,276.83,273.525,270.26,267.033,263.846,260.696,257.583,254.508,251.47,248.925,246.406,243.913,241.445,239.001,236.583,234.189,231.819,229.473,227.151,224.852,222.577,220.324,218.095,215.888,213.703,211.541,210.5,206.1,201.8,197.7,193.7,189.8,185.7,181.8,177.8,173.9,169.8,165.8,161.6,157.3,152.7,148.2,143.6,138.9,134.3,129.7,125.2,120.8,116.5,112.3,108.1,104.1,100.1,96.2,92.6,89,85.5,82.1,78.9,76,73.4,70.9,68.5,66.1,63.9,61.131,58.81,56.581,54.437,52.384,50.435,48.591,46.853,45.214,43.667,42.206,40.82,39.503,38.25,37.059,35.929,34.861,33.846,32.885,31.971,31.104,30.279,29.492,28.739,28.017,27.325,26.661,26.021,25.4,24.795,24.207,23.632,23.074,22.535,22.017,21.525,21.059,20.619,20.201,19.803,19.417,19.041,18.672,18.306,17.944,17.586,17.234,16.89,16.556,16.234,15.924,15.629,15.347,15.078,14.817,14.563,14.315,14.068,13.823,13.58,13.339,13.101,12.866,12.639,12.421,12.209,12.008,11.816,11.632,11.454,11.28,11.108,10.938,10.768,10.6,10.433,10.267,10.105,9.944,9.786,9.631,9.479,9.33,9.33
Latvia,Child mortality (under age five),lva,u5mr,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,400.95,395.95,392.21,388.54,383.66,379.99,376.4,371.61,368.01,364.49,359.8,356.28,352.82,349.37,344.77,341.38,337.99,333.47,330.15,326.83,322.4,319.13,315.87,311.52,308.32,305.11,300.84,297.7,294.56,290.36,287.27,284.19,280.07,277.03,273.97,269.89,266.84,263.76,260.64,257.51,254.37,251.2,248.01,243.87,240.65,237.42,234.19,230.94,227.67,224.44,221.2,217.06,213.88,210.72,207.57,204.46,201.38,198.31,195.27,191.41,188.42,185.45,182.54,179.63,175.94,172.31,168.69,165.13,161.61,158.11,154.67,151.25,147.89,144.56,141.26,140.18,139.1,138.03,136.96,135.89,134.83,133.77,132.01,130.98,129.95,128.92,127.9,126.88,125.86,113.614,102.56,92.581,83.573,75.441,68.101,61.475,55.493,50.094,45.22,39.03,34.65,36.5,36.97,32.12,28.18,26.62,27.4,28.63,26.95,27.14,23.8,23.4,23.3,27.15,29.35,29.1,26.02,26.89,20.7,20.7,20.6,20.3,19.6,18.6,17.4,16.3,15.6,15.4,15.8,16.9,18.3,19.4,20,20,19.7,19.1,18,16.7,15.3,14.2,13.4,12.6,11.8,11.1,10.5,9.9,9.3,8.8,8.3,7.8,7.3,6.7,6.1,5.5,5,4.6,4.65,4.511,4.397,4.305,4.232,4.168,4.107,4.047,3.984,3.919,3.854,3.79,3.729,3.67,3.613,3.557,3.502,3.449,3.396,3.345,3.296,3.248,3.201,3.157,3.114,3.073,3.033,2.993,2.955,2.916,2.878,2.839,2.8,2.761,2.724,2.688,2.653,2.619,2.587,2.556,2.525,2.494,2.463,2.432,2.403,2.375,2.348,2.323,2.3,2.277,2.256,2.235,2.214,2.193,2.172,2.152,2.133,2.114,2.095,2.077,2.059,2.04,2.022,2.002,1.984,1.966,1.948,1.93,1.914,1.897,1.881,1.864,1.849,1.833,1.817,1.801,1.786,1.771,1.755,1.74,1.725,1.71,1.695,1.695
